Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/WA-S824/2020	EPI_ISL_449994	4/17/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S825/2020	EPI_ISL_449995	4/16/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S826/2020	EPI_ISL_449996	4/16/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S827/2020	EPI_ISL_449997	4/16/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S828/2020	EPI_ISL_449998	4/16/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.2	GH
hCoV-19/USA/WA-S829/2020	EPI_ISL_449999	4/14/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline	NS8_Q18stop results in 86.0% truncation of the protein sequence.	info	B.1	GH
hCoV-19/USA/WA-UW-4545/2020	EPI_ISL_460621	3/29/2020	North America / USA / Washington	Human	Original			Illumina				A.1	S
hCoV-19/USA/WA-UW-4555/2020	EPI_ISL_460623	3/31/2020	North America / USA / Washington	Human	Original			Illumina				A.1	S
hCoV-19/USA/WA-UW-4562/2020	EPI_ISL_460624	3/30/2020	North America / USA / Washington	Human	Original			Illumina				A.1	S
hCoV-19/USA/WA-UW-4570/2020	EPI_ISL_460625	3/31/2020	North America / USA / Washington	Human	Original			Illumina		"Gap of 3 nucleotides at refpos 21991, gap of 392 nucleotides at refpos 27494 (NS7a-NS7b) - confirmed by submitter"	info	A.1	S
hCoV-19/USA/WA-UW-4588/2020	EPI_ISL_460626	3/31/2020	North America / USA / Washington	Human	Original			Illumina				B.1.21	GH
hCoV-19/USA/WA-UW-4591/2020	EPI_ISL_460627	3/31/2020	North America / USA / Washington	Human	Original			Illumina				A.1	S
hCoV-19/USA/WA-UW-4619/2020	EPI_ISL_460630	3/29/2020	North America / USA / Washington	Human	Original			Illumina				B.1.21	GH
hCoV-19/USA/WA-UW-4633/2020	EPI_ISL_460632	3/29/2020	North America / USA / Washington	Human	Original			Illumina				A.1	S
hCoV-19/USA/WA-UW-4643/2020	EPI_ISL_460633	4/6/2020	North America / USA / Washington	Human	Original			Illumina				B.1.21	GH
hCoV-19/USA/WA-S910/2020	EPI_ISL_463400	4/27/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S911/2020	EPI_ISL_463401	4/28/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S912/2020	EPI_ISL_463402	4/27/2020	North America / USA / Washington / Cowlitz County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S913/2020	EPI_ISL_463403	4/27/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	G
hCoV-19/USA/WA-S916/2020	EPI_ISL_463406	4/27/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S917/2020	EPI_ISL_463407	4/27/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S918/2020	EPI_ISL_463408	4/24/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S919/2020	EPI_ISL_463409	4/25/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S920/2020	EPI_ISL_463410	4/25/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S921/2020	EPI_ISL_463411	4/25/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S922/2020	EPI_ISL_463412	4/26/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S923/2020	EPI_ISL_463413	4/26/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S924/2020	EPI_ISL_463414	4/26/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S925/2020	EPI_ISL_463415	4/24/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S926/2020	EPI_ISL_463416	4/22/2020	North America / USA / Washington / Mason County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S927/2020	EPI_ISL_463417	4/26/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S928/2020	EPI_ISL_463418	4/23/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S929/2020	EPI_ISL_463419	4/23/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S930/2020	EPI_ISL_463420	4/23/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S931/2020	EPI_ISL_463421	4/23/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S932/2020	EPI_ISL_463422	4/23/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S933/2020	EPI_ISL_463423	4/23/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S934/2020	EPI_ISL_463424	4/23/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S935/2020	EPI_ISL_463425	4/23/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S936/2020	EPI_ISL_463426	4/23/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S937/2020	EPI_ISL_463427	4/23/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S938/2020	EPI_ISL_463428	4/23/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S939/2020	EPI_ISL_463429	4/23/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S940/2020	EPI_ISL_463430	4/23/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S941/2020	EPI_ISL_463431	4/23/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S942/2020	EPI_ISL_463432	4/27/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S943/2020	EPI_ISL_463433	4/27/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S944/2020	EPI_ISL_463434	4/27/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S945/2020	EPI_ISL_463435	4/27/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S946/2020	EPI_ISL_463436	4/27/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.38	GH
hCoV-19/USA/WA-S947/2020	EPI_ISL_463437	4/26/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S948/2020	EPI_ISL_463438	4/26/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S949/2020	EPI_ISL_463439	4/27/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S950/2020	EPI_ISL_463440	4/27/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S951/2020	EPI_ISL_463441	4/27/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S952/2020	EPI_ISL_463442	4/27/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S953/2020	EPI_ISL_463443	4/27/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S954/2020	EPI_ISL_463444	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S956/2020	EPI_ISL_463446	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S959/2020	EPI_ISL_463449	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S960/2020	EPI_ISL_463450	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S961/2020	EPI_ISL_463451	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S962/2020	EPI_ISL_463452	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S963/2020	EPI_ISL_463453	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.26	GR
hCoV-19/USA/WA-S964/2020	EPI_ISL_463454	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.26	GR
hCoV-19/USA/WA-S965/2020	EPI_ISL_463455	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S966/2020	EPI_ISL_463456	4/30/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S967/2020	EPI_ISL_463457	5/1/2020	North America / USA / Washington / Skagit County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S968/2020	EPI_ISL_463458	5/1/2020	North America / USA / Washington / Skagit County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S969/2020	EPI_ISL_463459	5/1/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S970/2020	EPI_ISL_463460	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S971/2020	EPI_ISL_463461	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.26	GR
hCoV-19/USA/WA-S972/2020	EPI_ISL_463462	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S973/2020	EPI_ISL_463463	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S974/2020	EPI_ISL_463464	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S975/2020	EPI_ISL_463465	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S976/2020	EPI_ISL_463466	4/28/2020	North America / USA / Washington / Douglas County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S977/2020	EPI_ISL_463467	5/1/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S982/2020	EPI_ISL_463472	4/28/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.154	G
hCoV-19/USA/WA-S988/2020	EPI_ISL_463478	4/28/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S989/2020	EPI_ISL_463479	4/28/2020	North America / USA / Washington / Spokane County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S990/2020	EPI_ISL_463480	4/28/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S991/2020	EPI_ISL_463481	4/27/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S992/2020	EPI_ISL_463482	4/28/2020	North America / USA / Washington / Spokane County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S993/2020	EPI_ISL_463483	4/29/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S994/2020	EPI_ISL_463484	4/29/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S995/2020	EPI_ISL_463485	4/29/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S996/2020	EPI_ISL_463486	4/28/2020	North America / USA / Washington / Skagit County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S997/2020	EPI_ISL_463487	4/28/2020	North America / USA / Washington / Skagit County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S998/2020	EPI_ISL_463488	4/28/2020	North America / USA / Washington / Skagit County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S999/2020	EPI_ISL_463489	4/28/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline	NS6_E59stop results in 4.9% truncation of the protein sequence.	info	B.1	GH
hCoV-19/USA/WA-S1000/2020	EPI_ISL_463490	4/28/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline	NS6_E59stop results in 4.9% truncation of the protein sequence.	info	B.1	GH
hCoV-19/USA/WA-S1001/2020	EPI_ISL_463491	4/28/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	G
hCoV-19/USA/WA-S1002/2020	EPI_ISL_463492	4/29/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	G
hCoV-19/USA/WA-S1003/2020	EPI_ISL_463493	4/29/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1004/2020	EPI_ISL_463494	4/29/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	G
hCoV-19/USA/WA-S1005/2020	EPI_ISL_463495	4/29/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1.65	GR
hCoV-19/USA/WA-S1006/2020	EPI_ISL_463496	4/27/2020	North America / USA / Washington / Adams County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1007/2020	EPI_ISL_463497	4/30/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1008/2020	EPI_ISL_463498	4/29/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1009/2020	EPI_ISL_463499	4/30/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S1210/2020	EPI_ISL_463700	5/7/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S1211/2020	EPI_ISL_463701	5/7/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1212/2020	EPI_ISL_463702	5/7/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.1	GR
hCoV-19/USA/WA-S1213/2020	EPI_ISL_463703	5/7/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.124	GH
hCoV-19/USA/WA-S1214/2020	EPI_ISL_463704	5/7/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	G
hCoV-19/USA/WA-S1215/2020	EPI_ISL_463705	5/7/2020	North America / USA / Washington / Yakima County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	G
hCoV-19/USA/WA-QDX-104/2020	EPI_ISL_468590	3/13/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	bwa v. 0.7.17-r1188; iVar 1.2.2			A.1	S
hCoV-19/USA/WA-UW-1764/2020	EPI_ISL_485972	4/14/2020	North America / USA / Washington	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina				B.1	GH
hCoV-19/USA/WA-UW-1768/2020	EPI_ISL_485973	4/15/2020	North America / USA / Washington	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina				A.1	S
hCoV-19/USA/WA-UW-2020/2020	EPI_ISL_485974	3/24/2020	North America / USA / Washington	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina				A.1	S
hCoV-19/USA/WA-UW-2022/2020	EPI_ISL_485975	3/23/2020	North America / USA / Washington	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina				B.1	GH
hCoV-19/USA/WA-UW-2029/2020	EPI_ISL_485976	3/24/2020	North America / USA / Washington	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina				A.1	S
